image_name,extracted_text,label
09326.png,"ny parents lived better with a high

si Tl )

ee

 
 
  

 
 
    

1 the 3: million available jobs today,
ESSE eA OU ee a

8 | |

ne ig ain a ad

 
     

    

a isithat rT) Pita
~~ exist. that's ws
TTC te",
09263.png,No text found.,
09572.png,"=, ane PAIRS .
Ine letionastinnathens-—.",
09642.png,"7 ;
ENC
LOGIT CUE ICS

 

y

why is y that trump got mexico to

FTL DOS UML LOUILC Decco",
09563.png,No text found.,
09617.png,; CTL turn,
09547.png,"liheing aracist ul
meansiiton twant

omy UTC Te Se
aa 2 ioe
PIM ENS aL LS

eS ae cult

  

ne

   

  

6 thenimaracist",
09648.png,"IT Ca
se
\N

aS

MMi AED",
09514.png,No text found.,
09718.png,"can youltag NOT

    

CI] Pe. MOTO Lae Te",
09478.png,No text found.,
09516.png,No text found.,
09486.png,"Cee eC Ca

Ni

WES
7 ¢

about your problems",
09423.png,"Cre
account after paying bill",
09457.png,No text found.,
09527.png,No text found.,
09467.png,"HO 3 i fr"" af

Se ere =
eR MCL SMT",
09618.png,Uitiino is a disease than causes te loss of sit color,
09561.png,when the chow mein va TL,
09634.png,"comefoniourshametour!

   

 

 

° heMesent IATASS aT",
09723.png,No text found.,
09462.png,No text found.,
09624.png,No text found.,
09432.png,"saa ete

 
   

erst TeLu",
09738.png,"Timor

 

TE a sei
aN",
09641.png,No text found.,
09426.png,"Me eS eI) CAL
track of who youlresnontito",
09682.png,No text found.,
09716.png,"UTR TE COG
= = er =",
09713.png,"the hardest piart of Mee Te

im to dropithe homb/on her twice
hefore shegets it",
09531.png,No text found.,
09523.png,"al
Qe
ee",
09468.png,No text found.,
09675.png,its a dinivimexican,
09482.png,"Maritalistats::

 

ina relationsheew..",
09715.png,"iStantedlahusinessthausellsiantimines)
7 flisguised-asjirayeriatss

x i

Bf OIG MOMENT",
09638.png,EU SIMU CL ie,
09657.png,"I'm, like, a really smart person",
09518.png,germany *,
09615.png,metgala celebration,
09623.png,"alll hy Ltt TT RSS A! BL

Soil had to install mufflers",
09687.png,"+ Dawe Ofenilehirth

=aey cf
al ni",
09513.png,"goatsareirients

t “y

AAC",
09587.png,"that chic! soe
\)

)",
09731.png,"moses wasitheirstto knowloi
UAL PUTED",
09465.png,"Omg Ouiek
in

~smells like a
peace TUT
Pent",
10274.png,No text found.,
09843.png,No text found.,
09841.png,ON ouldriveratiorges,
10287.png,"UU CEE CO
7

 
  

married her",
09756.png,daily activity log igotthis,
10256.png,No text found.,
09785.png,No text found.,
10325.png,"fea Yd

7 TT wy: | 7

.

\ Ps
PUL Cae Ut
TRL CURLS ENC)
TN Ha it ee",
10234.png,Tien None dechinning at a ie of cine,
09863.png,a SE fH,
10328.png,No text found.,
09834.png,No text found.,
09875.png,"IISEeMIEK

  

= *~
‘i 2 \
Tey CON EtTen imon meyge

“inekieads",
09821.png,"the Dic after sarting

   

WRU than ae
TOMOUTIneENtS)",
10246.png,"Ct Sra

ae At

= ey

ey e34 aren’ Ke
J eae a",
09852.png,Almenshoii laisse,
10278.png,"re “cue

as

new zealand",
09831.png,"WSU Tests ise SUC
TRS SS SST ELL TDeOTUTULICR Ta COC Ua",
10264.png,when you eat her ass and then she say that she don't suck dick...,
10362.png,ETT UM CUCU SCCM LDS PUP Ue,
10289.png,"when you're trying to keep eye
CHIL ,

   

butiher cleavage game is strong",
10329.png,No text found.,
09814.png,No text found.,
09867.png,No text found.,
09765.png,"in most countries,
eT Cee LCC ITE

 

re aN i
eee A CT

AAA EEL

y™",
09781.png,"ai UCT

 

ie He i ia a] . ,
VETO UT SUL",
10236.png,No text found.,
10254.png,No text found.,
10357.png,No text found.,
09823.png,"i a: a
ack att neve
commnandcenter",
10283.png,No text found.,
09768.png,"TST eT softer TT a
F iS ~ p
ie

eee

a '
Scie
answering the iron =",
09851.png,"(Dh. appears yore

 

acracker",
09827.png,"tive enemy withi

ocasio-cortez

ilhan Omar

    

=

ean

weyS

&

UAE SUP CUR cist

a",
10268.png,hitchmlease),
10358.png,": SUC U Coe
he suharmacies in mer ry.",
10238.png,"PU SOT TLL

=

 

REHM GL",
09824.png,No text found.,
10285.png,you are what you eat,
10259.png,"LUCCA
chickin

;

  

f SO GUT Ta",
10269.png,"VEL

  

CS TTS HEC \",
10258.png,STITT TS pS ULL,
10345.png,No text found.,
10263.png,"ee
ACC ae Se
BEULELUAE TAL

4S

   

, aboutterrorism""

TOC Ua HLL G4
Ai |r: eT

¥ hi it el

ea ee

BUTTS CA UO
Pe",
10596.png,"tt
om

¢

Hove putting

MMe
UC Cea OLE OLY",
10423.png,"LUCE ASLO to

   
    

he

Te] Mite or Tae",
10583.png,No text found.,
10385.png,No text found.,
10386.png,the hook about terrorism,
10493.png,"hf E Oe

re re TT wi",
10489.png,"TEM rata UU EE OED

Ty) , ~
; Fa\
- i \ )
| ~ eh or Y
.
- 1 ey

ene ris",
10574.png,"lastiveaniyrone)gotanewi ol
SET UDI is Cie",
10398.png,"pS

‘Tow,could.thevews dothistous",
10538.png,"morgan

freemankeontemningkstaveny}

   

oy",
10478.png,"a on - AL

   

housejoinedophile -
A Z",
10436.png,No text found.,
10389.png,"BSCE Tor ee
Soni these UTS

A {| hy

A 3 eo

Ai kenice) aos mn

ae ie "")
Oe \ |

 

a = A

CTIA a SUTIN",
10576.png,"Eminanvellmacronsait:
Nationalisinis treason;

      

eg aS LT)
saying thatin Pee ea",
10459.png,"HTT LOR BS REL ALC Tite

ere DN

 

ro mi nara .",
10547.png,No text found.,
10562.png,"UEC CN a CU

&,

soi moa Na Nice Cy
and not Ties at",
10564.png,No text found.,
10462.png,No text found.,
10492.png,"BOC PTL CHO Con LCL
the muslims fight the jews ANT killthem",
10584.png,No text found.,
10589.png,No text found.,
10372.png,"Me ets
® fand witches /",
10567.png,"Te OU ET BRanlenlec

   

you are the enemy-ui the people",
10476.png,how to fix a noisy dishwasher,
10396.png,"once aiplace where innocents were: murdered.

MOE Ter RT Gu a OCA Col (eee",
10528.png,"UTES TES OL

Le

e
highake neonle F",
10479.png,"who)can

  

i Be eet ee
oe A BN EME a=

cash chamhers",
10395.png,No text found.,
10475.png,refugees welcome,
10482.png,No text found.,
10582.png,i've worked 60 for my masters,
10463.png,No text found.,
10384.png,"he is proving thatoromn atulkts

ey

v4

can hea bull",
10539.png,"Pe re 1death

tlie

N a fucking camper",
10453.png,"| 7
women are equal tO mel",
10465.png,PEO LA,
10527.png,"CLAD NOU DELI cas onwo
DiAeK people",
10579.png,"Only 14% of wihtta
Deorle ever ommed Sames

SO DEM Meciitie wits
face is ACEI finest",
10483.png,"TOUTS é TALIS, NONTS @ TADISi, all Mexicans are rapists]",
10572.png,"Tt Ate ipa

oe
BCTV SH I Cees “ive
ant-they still lost!",
10524.png,somejpeonte xiii) Something,
10458.png,aT OLIN na,
10548.png,No text found.,
10792.png,"guysiwhat the fuck

 

o¢

mien So mek",
10749.png,1) S@Mse Of umihor fs SO dani,
10743.png,DINE OTST ULM CU SL,
10639.png,No text found.,
10689.png,"ven IO

conc i Prion)
ws XY .
MV",
10673.png,"SS ee
Wi ui

 

PLUM ater aero DLT NHL",
10653.png,Gime Teco siigar tits,
10652.png,PTE TREN Sa Oa EL,
10793.png,No text found.,
10692.png,"MISHNIOGPIUSHNANESOISAN

Ql a>",
10765.png,"asked Mit to sec Tiss rom
ih TN DOM of view a",
10835.png,"Vey itt
GB (U0 Tt
i

Hi Been",
10829.png,No text found.,
10852.png,No text found.,
10834.png,"eH My antistic son fihds om
WeTe Matihy for cinner",
10857.png,"how do you,know when
this prick isiying?

 

ERS wus
“his nose is moving.",
10625.png,(eM Ne AL,
10827.png,"watch out rll We
SCY

 

| MN Ti va eT",
10865.png,"Me TSS Cees eS

a 6

iam thinking of another shooting",
10725.png,No text found.,
10786.png,"CET RT

ETB LOC TESST

RTO ea U0
*  Glareitte tioma:
en ae

‘ee ee
ee

 

     
       
 

ha

poe ces
oa
rs

yA
Pee

  

a
n

foes ree

Mee ETC

Ae ed
accusers are telling the truth?
ead
Re Er",
10748.png,Pe ORC UME COMMU OMIM eC,
10693.png,"thejenemy.within)~
: i
. A

ew
ELLE",
10675.png,No text found.,
10759.png,"alSOMMVDESHINENt_Lenmimlasays:

( e =|",
10843.png,"NTNU MUR EES
onthe wall",
10682.png,No text found.,
10839.png,No text found.,
10649.png,Aenea,
10926.png,No text found.,
10785.png,No text found.,
10853.png,TEU CUCU ALT ie,
10732.png,"loon Had tin dothy tt

_",
10893.png,No text found.,
10895.png,ILO cel TEE TUTTE,
10867.png,No text found.,
10752.png,"a UC IRAA eG

y 3
i:

black history month —",
10734.png,No text found.,
10659.png,chinese nl he Ihe anny thanisoiing,
12358.png,"ol nolicanitisteal anymore

Pana y
%,
uN",
12356.png,"fhe On that wrote this sigh

 

Wants Sla/00;anhour",
12450.png,"meanwhile in alabama:..nothing
ES SECTS aC LL Coa Tg
sister TE) heity, wa Ur STie",
12389.png,"id
o*

"" a)
. re
f. —

Foote

VAN
ae
S ELMAN

“Seeattisharal nen.",
12430.png,No text found.,
12376.png,"a “— ita PTET USS |

Tnogants a .
ye uo erlous
ees a hair

4. you get to lurem ee Ruta

y

that esca Se Lid RTT Ce sd Ae",
12349.png,No text found.,
12407.png,am favorite animal is bet,
12374.png,No text found.,
12348.png,"eC

   

HAUT To ee
» os irae i .
a “
os
ee
ee a
Me",
18246.png,"(He ef

‘tb TAN OUP Otel Mes

 

hoa
you take 4 shots",
18257.png,No text found.,
18290.png,"cer ee cleat)
- e 7 aa | pa)

  

theMlacensienawlingiwithinuUssy)",
18274.png,"suiletmanis Sit Class Was}

ITO eat ete",
18275.png,INSteatlonhengehornagainie,
18239.png,TCE UTE,
18254.png,"imatlelaWwebsitenononntans

 

 

3
Pe Cr % sailito
it doesn't have alhome paye-",
18273.png,No text found.,
18267.png,KNOWING White neonle,
19027.png,No text found.,
19072.png,"how elo Cea Te ett Ih
= the'customs:0i",
18640.png,"WET Seo Ua
race to practice,

SCNT M CT a Lea Cts
no other race practice's it more
in the name of religion
EEUU CHL
PTE Tee ee CLC

METH",
18607.png,"TALC eHeSeY CeO UL
OUFbed-until youputa- ring ont

me

  
 

a ae ene,
TMLee CeSr Le",
19085.png,MUR US,
18739.png,"my feelings

JR
ae

Ti

 

Noe.
Laer

Ti",
19036.png,No text found.,
18960.png,"Nel ONStILULION,
tit |",
19047.png,No text found.,
18945.png,when you decide to go full gas,
18940.png,No text found.,
19026.png,"pe

‘)

i i oor,

ay",
18594.png,"LCM et

PMA laia",
19075.png,Mowe fl,
18632.png,"ey: P oT ve
: WM ‘ iL v i

TT Cae) TT aS PTS i
PU Te eH",
18946.png,TRAD,
19203.png,No text found.,
18724.png,"oa ATL

 
    
 

a
Pees

Wi ENN"" Teor sees ESE",
18750.png,No text found.,
19065.png,YY OUEUETISS Sie,
18759.png,No text found.,
18764.png,No text found.,
19062.png,No text found.,
18650.png,"sd

A “I i ot ee",
18937.png,"aioli ce
ety

   

mess",
18790.png,POUNtisaniiiisiovanjohstacle,
18730.png,No text found.,
18935.png,"= ee - a

ta OMT blew) 2) (COL)",
18597.png,"ic

SS
—
=
=

ay
=
TT
m-)
CI
S)",
18943.png,ere aes,
18674.png,No text found.,
18726.png,MLCT EUS COLON CMa Caco esCUce nL,
18926.png,"trump is starting wwiii

UTC TEs
ty )
¥

‘A

 

 

OREM Um OLED Te",
18693.png,No text found.,
18942.png,No text found.,
19032.png,No text found.,
18742.png,"MRO ee

 

iA
FEMINIST,
f COMG athe >",
19074.png,"Ini paOeeOn, Demin ws ingen comm",
18963.png,"iheleus racism fis
jUstiiaiack people",
18673.png,No text found.,
18679.png,No text found.,
18675.png,iiatihelped tosave,
19370.png,"“Hine powazttie
CC

rec, Noweratle)

white Dower tie”",
19372.png,No text found.,
19406.png,""" ale : 3",
19385.png,"Ta ballet
TT RSAC TT",
19248.png,TSMOCRISTAN Th,
19358.png,".% Frey AAC LLL Ary
MY iKOny/ Meter
= oa

~~ Nahe

  

io
ial",
19243.png,Pram mihare is anamenee,
19256.png,"r countries, replace their.g
Sharia law, orders the murte
USER UE EE an

PSE TMT LUTE UF
making it so easy for us!",
19452.png,"ETT Nee aN]
WS COMI G

SUSU -
Swit
2B 7
a Wes Ta Si
> ml
é

we Ua Ta BRT} ar the
“ aT re",
19352.png,afin MOMs,
19258.png,"hanijonsisolt

_

en

a

Saari
ee ~

.",
19268.png,og hello brother...,
19346.png,"thes (ea be PE ER
a Ets tel (

  

let that Sink in",
19205.png,"Ae eee
hey, i just met OE DE this bY a
ery
Ay use 7

,

 

AY :

STO TUTE

See WF ee)",
19384.png,No text found.,
19326.png,"rep. omar, somali Maa Ts
Ue SEO se) uy PASAT]

Py
>. wk .
.

is she right or outof her mind",
19230.png,No text found.,
19426.png,No text found.,
19240.png,"Sion We a TU Eo

 

We
aT Ps
TUMOR aN se",
19345.png,"Withtaithand willfower

 

you Ganjovercome all olstiecales",
19380.png,"PIELER rela
Ce TT

Wp ary

_

Eye rt",
19275.png,No text found.,
19234.png,is tis ihotiertiticigr serious,
19438.png,"when TTS) LOT

 

i'm sorry, is this some sort of peasant joke
TUES COROLLA Elite",
19342.png,"Ni a YouTube GLS§

* Ong Deuy Yo)
be “ae

   

em LONE UME ‘
(elit EET) UNO a TSE TA",
19247.png,"UATE Lee UU hy
PEC) ones remintme of Sra
aid %

#",
19420.png,"so cohen has a history of intentional dishonesty
from lying to congress, lying to the
Siwife's ‘s birth. lying
nee eS TTS
Sultantiwithout informing trumy

 

to be truthful. tol!",
19408.png,"po Rts ee
experimentshas escaped",
19430.png,"eer Any

UU TLESSES ca Ta",
19308.png,No text found.,
19375.png,No text found.,
19367.png,"itdoesnt matter how good
your grades are or if
you have GI Ly

— 2

    

 
   

  

S -~ < \
Seu ee
gic, reason antd’common
sense you're fucking stupid",
19238.png,"whenidid you degide
OT AST EM
, a

   

2

yy

 

i

PECTS
swapped my must.",
19362.png,"Miso ow

y

fi remanent Ny Ca OLN)
assias all insult DOSE offer",
19304.png,"dark humonisiikelgoothioot)

  
  

NOUEVEnVONEIESERVeDt",
19324.png,"A (ata ‘
ha ia ara the) ‘a iy

nN
Lt",
19364.png,"IMOUNUESUS in prison

 

 

 

iranedthat mexican hart",
19320.png,No text found.,
19302.png,"th

 

\N iweniyofthem // |",
19427.png,"(inde stop sinokihny
tea

er

its SUT mH
Pe URS OY
Sl 4",
19206.png,"aot
ere Tate CTakS PARA

and old perverted men are worshinved",
19630.png,No text found.,
19634.png,No text found.,
19508.png,tie dcinition gymtter disoust,
19504.png,eens =,
19653.png,"THC a RLU

RS Re LUO
yh
a \) 4",
19582.png,"bt ould Hp FN)
Tel

     

PTT",
19573.png,No text found.,
19526.png,No text found.,
19637.png,"ih rnin ae )
UTICA wan iat st 5 i",
19507.png,"anteinAl NS MS el
Z wae",
19530.png,"Et
they shotthe

OE OTE)

 

 
   

CS
we",
19647.png,No text found.,
19643.png,No text found.,
19678.png,No text found.,
19503.png,"N

Mee SLC MeO Ue

Oa SE Ey ee
ad

.

hutyou had money tofly here
and make a commercial?",
19567.png,"ie ee uegetion
wit Tse ‘ames | j ae

 

figment ss is Goriiied",
19487.png,"MMM RUC CUR ee ger ee CeO
TENA g ee ALERTS Weta LIE OTIC

PTS a” o | Ce oh
michelle bachman
4
~ \

       

es, she ll TL) i
ars ak ek ae Ory a

a? I",
19542.png,No text found.,
19586.png,’ UOT RLS LUMEN Ce LI,
19458.png,"£
carribhean
Maa",
19650.png,"leat BTS TOS CH ee

Ee ELUATE

 

Cert uS WP",
19502.png,No text found.,
19547.png,"(anael of ia

Hooded femalevanti-semite
(GITITR RICH PAN GRA)",
19537.png,"DANIO an old piano t fom’
tthe otiar iaws I the attic:

® ®
~",
19604.png,No text found.,
19684.png,"€31

a musTin men ens",
19587.png,Tryp assy RAISE rere pea natn Wigs,
19457.png,"Coyntiangatlyjult te a erfans:

elim ovena

 

‘at Te at Me rah B
Talian lebrations ) a",
19563.png,don't let me vote democrat,
19540.png,No text found.,
19536.png,"Conan

 

astash of comsunpublic",
19543.png,"A
na ETA ILLe
eae",
19672.png,No text found.,
19670.png,No text found.,
19523.png,No text found.,
19472.png,"""Pease OM
afenon oniyggy

Z""",
19602.png,PAT OEE TLL,
19532.png,No text found.,
19635.png,"PN Oe
Sie

    

MOM eS E300 es
his\arse oryourhands",
19705.png,"When youre walking home
antleomejacross a naketicornse",
19736.png,"ESC) Ce
you know, i'm something. of a scientist myself",
19702.png,ahanpy brithday,
19742.png,"AAD Soars (0 Mis highest vant
Guar recorilatk 106 Wegrees

 

at's where NOUTe wrong tidido",
19726.png,"when the ee ESAT
eradicate themselves: St
UCT) Ath |",
19730.png,"aes ate i
ETE is'racticing for class a",
19740.png,No text found.,
Copy of 01736.png,No text found.,
Copy of 01746.png,No text found.,
Copy of 01734.png,"antthatwas Ta RS nT

  
  
 
 
 

y

y I ce |
a

\\ a
MAA",
Copy of 01742.png,INJUSTONEMOUMIKOn,
Copy of 01743.png,"SC

CTH ELE TCU GST LE LC MUS lastt",
Copy of 01823.png,"é owas once a male

iw
rt TE TS LN)",
Copy of 01827.png,RUE US,
Copy of 01756.png,No text found.,
Copy of 01793.png,"UNAS Un
Mom MILES IL)",
Copy of 01749.png,"a dead eet F Fada

 

ie es

: Ls
tannabis is dangerous and re

pharmaceuticals are ryt) Oya OU",
Copy of 01796.png,No text found.,
Copy of 01765.png,"ACETAL HINWEIS CELTE

   

LCT",
Copy of 01794.png,ee a,
Copy of 01829.png,"iit: the dishwasher ts acting weir
her wihats it doing
MAC HONING UCGKINGWegetalles",
Copy of 01763.png,No text found.,
Copy of 01865.png,"mu my Teh aS

Nerowiths",
Copy of 01892.png,No text found.,
Copy of 01925.png,ijustdon'tlke brownsugar,
Copy of 01854.png,No text found.,
Copy of 01924.png,No text found.,
Copy of 01835.png,"Ue) HLS

 

LLC",
Copy of 01936.png,"wl ee
PETROL RULER Da MCE Coe",
Copy of 01836.png,"can you hear me at the back?

-",
Copy of 01845.png,lenjvoulconsume toomuch Fi,
Copy of 01842.png,kinda ae,
Copy of 01937.png,No text found.,
Copy of 01896.png,No text found.,
Copy of 01956.png,No text found.,
Copy of 01943.png,"nerson i chase: shows Clear signs he
ETE COT ETL TT oe

Ta PMT EN Tt i nT UPL",
Copy of 01894.png,"we haven titseen anvyjiew) _

an reed oOnjmanGakesin

aT
‘

| .
id

4 > j how ite’s okays",
Copy of 01954.png,"fh
the best part about
a WOES ULL
CB
‘is youget
the second hour free",
Copy of 01875.png,No text found.,
Copy of 01962.png,"WT — ys
ih

cat
hy MCU",
Copy of 01967.png,"TUR ARR CET

  

eS TL",
Copy of 01953.png,"muslim +hunt

   

an SMES LLL ES",
Copy of 02143.png,"(oesit Hama food,

Wate melectniciy)
a

—

. d P08 \ —
TOTS",
Copy of 02156.png,No text found.,
Copy of 02146.png,HEOMERTO COMO EAH RE ORS MEE AO UE,
Copy of 01974.png,"we WEOSIEE

inasiee

iagasanil",
Copy of 01975.png,No text found.,
Copy of 01972.png,you ton't have a cat?,
Copy of 02153.png,and trying notto-hitthem,
Copy of 02139.png,No text found.,
Copy of 02157.png,"funny! ~cupcakes

a

MIA Le:

NOMS. UL r

a
rn

Ve

    

ahd
s",
Copy of 02145.png,ENUM MAD OSLO SOLACE),
Copy of 02168.png,"how many fucking

   

flolvow assholes have?",
Copy of 02351.png,"when karen helpsiu
camouflage the crackhouse",
Copy of 02169.png,asta sometimes sume tn iulisereem vie,
Copy of 02165.png,"the diiference between mhoverate musi
antitatlicalmusiinit 4
ae

yeaes.
.

follow my allah o 00100 youl",
Copy of 02185.png,No text found.,
Copy of 02317.png,"| white trashin
jt
gotohell trump
S

   

en 7
thin i",
Copy of 02316.png,"UT Ue Te

A b

but they can tkillithe message",
Copy of 02315.png,MEMES UC TAI TUL,
Copy of 02194.png,"earth

Sr ty has goot fi UT

     

, )
Palas A 3 ae a
who raises healthy animals",
Copy of 02158.png,"Me My Wome 1 Me my chee

 

Heliineanivinnuntiliieneatilem",
Copy of 02384.png,No text found.,
Copy of 02356.png,u Te i At sted Aim,
Copy of 02367.png,"Ane Ts aa | +
ry .

 

(OTHE ATE",
Copy of 02364.png,"| a Hass owner, wearsta COAG
ie “ lS ae",
Copy of 02385.png,No text found.,
Copy of 02365.png,"quick, which one is a bb gun?

. c
TS CUE CT Cee Cre",
Copy of 02381.png,"gothraces

PP CAMO OU

so black; even your
teeth are hehind hars",
Copy of 02358.png,No text found.,
Copy of 02371.png,ay up mT De iy 1,
Copy of 02374.png,"CT iawn) ETUC
é

Le

   

Pa
MEME Tt Con",
Copy of 02457.png,"hate whentiseela|hlackoutunimyneighhorhoor
Ini sil offer iy Deis aces",
Copy of 02461.png,"PA les OT

   

rt

SAT ee",
Copy of 02439.png,hutno one ever passed,
Copy of 02435.png,ocorrects to midget spinner.,
Copy of 02413.png,"Omen ask for equal rightSNy
S Kip AN i",
Copy of 02459.png,No text found.,
Copy of 02456.png,"ee a e lOOSINGMhelminds Over
oe tt fy ISIS Mn aimeitied

   

; CS ts FTP Tg ec mie)",
Copy of 02431.png,"eS ENTS
similarto prostitution

ee
he |

7
SLES

ONC MTa ay O)",
Copy of 02416.png,No text found.,
Copy of 02389.png,"a Ue LL BL aT kowsky iets
ec] Pe ‘she comes from @
I eh

!

Bee:

4

where they want to kill
all the jews",
Copy of 02481.png,"greetings tranny
14",
Copy of 02476.png,i ote loing,
Copy of 02497.png,No text found.,
Copy of 02478.png,"MUST-TeSISEUrge tO.

  

TTC",
Copy of 02467.png,No text found.,
Copy of 02485.png,"itorture all my friends. it's how i show love.

 

 

i )",
Copy of 02514.png,"a

who makes the sandwiches?",
Copy of 02475.png,No text found.,
Copy of 02483.png,"THOU OF DEODIETESE

   

Teen NIN
italian coast guard",
Copy of 02471.png,"WHEN VOUWalKintothelweliareloitice)

 

_ hello monkeys",
Copy of 02548.png,"TT aa
YN Ue eA CLL se",
Copy of 02536.png,eC Li),
Copy of 02538.png,"‘When mygirl niSsed mejofi,butshe fr
TU OMU RMT eee

eT Ne ae",
Copy of 02561.png,No text found.,
Copy of 02543.png,"CHUL
Ls

   
 

  
    

i WN
ill pe TU
RAM CIL

 

: wey!

_* Ve
2 | i",
Copy of 02518.png,"le

   

r",
Copy of 02537.png,"arrest GEOrge,soros

a

\

th",
Copy of 02571.png,TOTer TSA TUNG aD iiieATen,
Copy of 02568.png,"WiAtsiie aii ca Heiwech

 

 

oe.
twicelbetore , AIT",
Copy of 02519.png,No text found.,
Copy of 02614.png,my it aE,
Copy of 02634.png,"STIS TCE
this sandwich maker doubles

 

as an ironing hoard",
Copy of 02584.png,"ihagine being so
Tisngsting there
haveltoliellaws)
tO thy to stop
MOMMANDEO HG *
from hating you",
Copy of 02594.png,No text found.,
Copy of 02649.png,No text found.,
Copy of 02576.png,all makes fuckingsense now,
Copy of 02581.png,IUSsie CU igi to rae me,
Copy of 02613.png,". PC POU UR

|",
Copy of 02631.png,when youngrant postu,
Copy of 02647.png,"URS US
UTA et aC ee a",
Copy of 02674.png,"et
S|
Bs
Ss
DB
Gd",
Copy of 02657.png,"ob look someones
.",
Copy of 02691.png,teachingihemhowtonunyounsg),
Copy of 02687.png,"PU UO CL

i

= |

 

SO my roommate knows not to come in
TMC CU UCT ae HL",
Copy of 02654.png,AUTRE,
Copy of 02718.png,"Mitt fie Hy ies

Hea floor,

 

i dont negotiate with terrorists",
Copy of 02653.png,"; eg
cannons a
mn an vse",
Copy of 02735.png,"Men Gach Iter
IS@ mental disonler",
Copy of 02719.png,"your black neighhor

 
   

pe

aiter,youcalled the cops",
Copy of 02716.png,No text found.,
Copy of 02768.png,No text found.,
Copy of 02793.png,No text found.,
Copy of 02751.png,"fUsSt atin it

4 Ss
2 eB sie +

Pauiliteamencawasietter",
Copy of 02764.png,"MOMMA
Mielec ites",
Copy of 02763.png,"eH ‘< ) ( ~ :
aA

4 a

    

aneacs",
Copy of 02795.png,"TF

as Gea coN
= ~
v.'

ELE CIO
P|]",
Copy of 02769.png,"flit fish ciseowared)
Eee
Ae

wef",
Copy of 02761.png,"Ti Sor""

 

 

ididn't mean to hurt your
IA TLRS",
Copy of 02789.png,"when) nee TG oN
in",
Copy of 02783.png,"a Dan
OMVGKeat cee
grand ee S

 

Memdort male them (re thenmsed wo",
Copy of 02854.png,No text found.,
Copy of 02849.png,"Sem VUE CLs

rr

he) | sa",
Copy of 02853.png,"mis) eematgalagestms
iT (

Ln ep
X

AL ihe strs sje onty
ISISTAl",
Copy of 02831.png,No text found.,
Copy of 02841.png,"birthday

    

wy
bene

 

WTC
Ta It's Nanpy.",
Copy of 02815.png,"how do 1 Iie my epgs2

  

Sanimne ass 0 OOK
b@anticeon anond] scalpeatrenticacy)
fitrcooon Cine veoinitiicss",
Copy of 02845.png,"rT Cmens |
eltieiasses with\theimnants
Sen ccniy PTT piss} 5",
Copy of 02816.png,No text found.,
Copy of 02814.png,No text found.,
Copy of 02846.png,No text found.,
Copy of 02894.png,howmhightare woe,
Copy of 02857.png,"INOVENIWNEN|Women|goto}school:

os

     

a

TSILES: any Amonkey on roller skatesaitimeans
OLUTTTIUOT TATA LES TIC De] Ce fora",
Copy of 02867.png,No text found.,
Copy of 02876.png,No text found.,
Copy of 02863.png,"OTe Ce UE

 

except for my
white hoyfriend",
Copy of 02891.png,"Cs
a blow mo",
87905.png,Wee 0V0UNTTTE,
89014.png,"dont push

someone a i

      
 

and ones ai)

to eth ere =
Pau

mee a",
89107.png,No text found.,
89267.png,"eT >
i]

ishwasheris;oroken?
on~~ ,

   

then Wastiithy, (DENT",
89251.png,"a LG
ys

a",
89153.png,"everyone talking about protecting

OMe OCC ad

   

\
there is no smallet
TAL URL UeR EEC T ee)",
89275.png,""" i please give We My
- /nessa fanarts iceeyin banat",
89136.png,"fistastietams al
afoot senda _—",
89245.png,No text found.,
89102.png,"meee
VOUWHIte evs payor
heHgrantmother owningstaves",
89156.png,"ASE My Mite caste cowomler

 

fo low something TAs meehs",
89140.png,"burning things that dont

MEPL TTC ROMY",
89307.png,No text found.,
89076.png,"UCC OU mL

)

POU ae

   

4
Han Te WIE SUES Ten noeracy",
89206.png,"SEO TL eal :

 

. * CHE)",
89236.png,No text found.,
89250.png,when you start burning calories,
89264.png,";ATINYSINEE.
He a MeN",
89146.png,No text found.,
89106.png,No text found.,
89162.png,"""It's time fonts to

  

ST TCA CTT |
he TUT Te te =",
89154.png,UCT EDENTON Tia On,
89306.png,No text found.,
89302.png,"iwamnfson where 'dyou finttiits
; ; am TM 00

    
 

 
  

LS",
89137.png,"CT Sy inspectors

)

PK
Ce)
Tillte rin, le

re ns

Ff Ea

-
CSET",
89123.png,SH Pade,
89152.png,"yy

 

ae

(AJ my

TT ANA IRMA CITT
PULSES Ls Wee",
89165.png,"What changemy/genter.
SARI Le MeO

 

PY ne me",
89263.png,"a i

ier]
*S

   

TY GUO ove
H",
89126.png,how to talk to muslim br,
89160.png,"RCL

 

i.

f _ i
: every Ms",
89105.png,"flight attendant: yawns’
deai passengers: ~",
89142.png,"president trump; keeping
hitter old leshian
hags out of

the white house since 2016",
89170.png,CETTE?,
89356.png,"=

chocokian itis ini stan",
89367.png,TEL,
89504.png,retarded all stars,
89436.png,No text found.,
89450.png,No text found.,
89314.png,"TT
higeuy ini Nee ut
coliee and lie",
89325.png,"a

>

   

putting an end to
dumb blonte jokes",
89407.png,No text found.,
89421.png,", Saynomtonride month!
it's notonlythe nronerjchristianstance hut the christians duty

 

 

-Yollresistethithelnroutlng
DEED",
89406.png,When wie Peonle leah,
89324.png,"""las cosas, masgratis”
the Mesye sy

 

AA i. om Uli Leet",
